,location,total_sqft,bath,price,bhk
7858,Whitefield,1355.0,2.0,73.0,2
7859,Whitefield,2882.0,5.0,158.0,4
7860,Whitefield,750.0,1.0,51.0,1
7861,Whitefield,1115.0,2.0,34.555,2
7862,Whitefield,1105.0,2.0,39.99,2
7863,Whitefield,1173.0,2.0,77.0,2
7864,Whitefield,1200.0,3.0,68.4,3
7865,Whitefield,982.0,2.0,37.0,2
7866,Whitefield,1118.0,2.0,42.0,2
7867,Whitefield,1216.0,2.0,69.0,2
7868,Whitefield,3425.0,5.0,250.0,4
7869,Whitefield,1100.0,2.0,37.0,2
7870,Whitefield,1200.0,3.0,56.0,3
7871,Whitefield,2856.0,5.0,157.5,4
7872,Whitefield,1550.0,2.0,49.6,3
7873,Whitefield,2173.0,3.0,128.0,3
7874,Whitefield,1435.0,3.0,45.0,3
7875,Whitefield,905.0,1.0,62.0,1
7876,Whitefield,1870.0,3.0,138.0,3
7877,Whitefield,1320.0,2.0,99.26,2
7878,Whitefield,2901.0,4.0,190.0,3
7879,Whitefield,1485.0,2.0,96.51,2
7880,Whitefield,1755.0,3.0,101.0,3
7881,Whitefield,1608.0,2.0,63.0,3
7882,Whitefield,2225.0,3.0,149.0,3
7883,Whitefield,1250.0,2.0,82.0,2
7884,Whitefield,1495.0,2.0,61.28,3
7885,Whitefield,605.0,1.0,40.0,1
7886,Whitefield,1185.0,2.0,41.0,2
7887,Whitefield,1200.0,3.0,56.58,3
7888,Whitefield,2210.0,3.0,156.0,3
7889,Whitefield,1173.0,2.0,78.2,2
7890,Whitefield,1740.0,4.0,130.0,3
7891,Whitefield,1216.0,2.0,75.0,2
7892,Whitefield,1060.0,2.0,35.0,2
7893,Whitefield,1655.0,3.0,120.0,3
7894,Whitefield,4003.0,6.0,300.0,4
7895,Whitefield,1125.0,2.0,45.0,2
7896,Whitefield,1180.0,2.0,70.0,2
7897,Whitefield,1280.0,2.0,69.0,2
7898,Whitefield,2023.0,4.0,130.0,3
7899,Whitefield,2134.0,4.0,118.0,3
7900,Whitefield,1458.0,2.0,62.0,3
7901,Whitefield,1808.0,4.0,80.0,3
7902,Whitefield,905.0,1.0,60.0,1
7903,Whitefield,1537.0,2.0,70.0,3
7904,Whitefield,1186.0,2.0,55.0,2
7905,Whitefield,1806.0,3.0,85.0,3
7906,Whitefield,1109.0,2.0,35.22,2
7907,Whitefield,1216.0,2.0,67.0,2
7908,Whitefield,1452.0,3.0,90.0,3
7909,Whitefield,2850.0,5.0,240.0,4
7910,Whitefield,1150.0,2.0,55.0,2
7911,Whitefield,1600.0,3.0,69.0,3
7912,Whitefield,2830.0,5.0,190.0,4
7913,Whitefield,1295.0,2.0,78.5,2
7914,Whitefield,840.0,1.0,57.6,1
7915,Whitefield,640.0,1.0,19.83,1
7916,Whitefield,1991.0,3.0,104.0,3
7917,Whitefield,1190.0,2.0,41.0,2
7918,Whitefield,1109.0,2.0,35.47,2
7919,Whitefield,5200.0,5.0,242.0,4
7920,Whitefield,1655.0,3.0,97.0,3
7921,Whitefield,1850.0,3.0,150.0,3
7922,Whitefield,1200.0,3.0,67.77,3
7923,Whitefield,1290.0,2.0,90.0,2
7924,Whitefield,1200.0,2.0,45.0,2
7925,Whitefield,1140.0,2.0,40.0,2
7926,Whitefield,1216.0,2.0,75.0,2
7927,Whitefield,1356.0,2.0,94.84,2
7928,Whitefield,1338.0,2.0,103.0,2
7929,Whitefield,1115.0,2.0,55.0,2
7930,Whitefield,1870.0,3.0,90.0,3
7931,Whitefield,3450.0,4.0,208.0,3
7932,Whitefield,1105.0,2.0,35.36,2
7933,Whitefield,1074.0,2.0,42.79,2
7934,Whitefield,1100.0,2.0,52.0,2
7935,Whitefield,1267.0,2.0,90.33,2
7936,Whitefield,2400.0,4.0,143.0,4
7937,Whitefield,1836.0,3.0,125.0,3
7938,Whitefield,1197.0,2.0,50.0,2
7939,Whitefield,3596.0,3.0,200.0,3
7940,Whitefield,1275.0,2.0,65.0,3
7941,Whitefield,1155.0,2.0,39.0,2
7942,Whitefield,1141.0,2.0,62.0,2
7943,Whitefield,1216.0,2.0,82.0,2
7944,Whitefield,1495.0,3.0,88.0,2
7945,Whitefield,1564.0,3.0,103.0,3
7946,Whitefield,1585.0,3.0,84.0,3
7947,Whitefield,1200.0,3.0,56.0,3
7948,Whitefield,1140.0,2.0,50.0,2
7949,Whitefield,1558.0,3.0,90.0,3
7950,Whitefield,1216.0,2.0,75.0,2
7951,Whitefield,1227.0,2.0,70.0,2
7952,Whitefield,1704.0,3.0,120.0,3
7953,Whitefield,1495.0,2.0,60.55,3
7954,Whitefield,1256.0,2.0,73.0,2
7955,Whitefield,1195.0,2.0,62.38,2
7956,Whitefield,1770.0,4.0,68.0,3
7957,Whitefield,1300.0,2.0,78.0,2
7958,Whitefield,1570.0,3.0,88.0,3
7959,Whitefield,1216.0,2.0,84.03,2
7960,Whitefield,1240.0,2.0,70.0,2
7961,Whitefield,1216.0,2.0,72.5,2
7962,Whitefield,1215.0,2.0,40.0,2
7963,Whitefield,2025.0,4.0,115.0,3
7964,Whitefield,1346.0,2.0,100.0,3
7965,Whitefield,1020.0,2.0,45.0,2
7966,Whitefield,935.0,2.0,32.72,2
7967,Whitefield,1024.0,2.0,32.0,2
7968,Whitefield,2990.0,3.0,198.0,4
7969,Whitefield,1600.0,3.0,69.1,3
7970,Whitefield,1205.0,2.0,58.0,2
7971,Whitefield,1720.0,3.0,98.97,3
7972,Whitefield,1600.0,3.0,95.0,3
7973,Whitefield,1655.0,3.0,108.0,3
7974,Whitefield,1740.0,3.0,95.0,3
7975,Whitefield,1200.0,3.0,56.72,3
7976,Whitefield,1350.0,2.0,88.0,2
7977,Whitefield,1030.0,2.0,44.0,2
7978,Whitefield,1216.0,2.0,80.0,2
7979,Whitefield,2900.0,4.0,225.0,4
7980,Whitefield,1340.0,2.0,101.0,2
7981,Whitefield,1190.0,2.0,64.0,2
7982,Whitefield,1500.0,3.0,78.57,3
7983,Whitefield,1626.0,3.0,85.0,3
7984,Whitefield,1195.0,2.0,61.36,2
7985,Whitefield,1100.0,2.0,65.0,2
7986,Whitefield,1100.0,2.0,46.5,2
7987,Whitefield,1270.0,2.0,65.0,3
7988,Whitefield,3117.0,3.0,261.0,3
7989,Whitefield,1216.0,2.0,73.0,2
7990,Whitefield,1135.0,2.0,58.0,2
7991,Whitefield,3150.0,3.0,290.0,3
7992,Whitefield,1185.0,2.0,56.0,2
7993,Whitefield,2956.0,5.0,234.0,4
7994,Whitefield,1530.0,3.0,75.0,3
7995,Whitefield,1015.0,2.0,45.0,2
7996,Whitefield,1187.0,2.0,38.0,2
7997,Whitefield,2247.0,3.0,145.0,3
7998,Whitefield,3940.0,5.0,265.0,4
7999,Whitefield,1190.0,2.0,59.0,2
8000,Whitefield,1160.0,2.0,67.0,2
8001,Whitefield,1216.0,2.0,66.88,2
8002,Whitefield,1180.0,2.0,77.0,2
8003,Whitefield,2140.0,3.0,139.0,3
8004,Whitefield,1314.0,2.0,84.0,2
8005,Whitefield,1530.0,3.0,73.0,3
8006,Whitefield,1160.0,2.0,39.0,2
8007,Whitefield,1012.0,2.0,58.0,2
8008,Whitefield,1150.0,2.0,40.21,2
8009,Whitefield,1495.0,2.0,70.0,3
8010,Whitefield,1340.0,2.0,41.0,2
8011,Whitefield,1431.0,3.0,85.0,3
8012,Whitefield,524.0,1.0,29.0,1
8013,Whitefield,2830.0,4.0,161.0,4
8014,Whitefield,2135.0,3.0,149.0,4
8015,Whitefield,2500.0,4.0,100.0,4
8016,Whitefield,3075.0,2.0,188.0,4
8017,Whitefield,1760.0,3.0,160.0,3
8018,Whitefield,1655.0,3.0,110.0,3
8019,Whitefield,840.0,1.0,57.0,1
8020,Whitefield,1725.0,3.0,106.0,3
8021,Whitefield,1130.0,2.0,36.0,2
8022,Whitefield,1059.0,2.0,57.0,2
8023,Whitefield,516.0,1.0,39.0,1
8024,Whitefield,1116.0,2.0,51.91,2
8025,Whitefield,1639.0,3.0,107.0,3
8026,Whitefield,1820.0,3.0,113.0,3
8027,Whitefield,1990.0,3.0,98.0,3
8028,Whitefield,3565.0,4.0,218.0,4
8029,Whitefield,3410.0,5.0,253.0,4
8030,Whitefield,1345.0,3.0,58.0,3
8031,Whitefield,1205.0,2.0,41.0,2
8032,Whitefield,4500.0,4.0,330.0,4
8033,Whitefield,1250.0,2.0,85.0,2
8034,Whitefield,1115.0,2.0,51.91,2
8035,Whitefield,1277.0,2.0,77.0,2
8036,Whitefield,1820.0,3.0,140.0,3
8037,Whitefield,3453.0,4.0,247.0,4
8038,Whitefield,1245.0,2.0,59.76,2
8039,Whitefield,1322.5,3.0,40.985,3
8040,Whitefield,1074.0,2.0,42.8,2
8041,Whitefield,1200.0,2.0,46.13,2
8042,Whitefield,1200.0,2.0,45.84,2
8043,Whitefield,2280.0,4.0,125.0,3
8044,Whitefield,2882.0,5.0,200.0,4
8045,Whitefield,1170.0,2.0,56.0,2
8046,Whitefield,1639.5,3.0,92.63,3
8047,Whitefield,1390.0,2.0,72.0,2
8048,Whitefield,1634.0,3.0,68.0,3
8049,Whitefield,1190.0,2.0,70.0,2
8050,Whitefield,1105.0,2.0,35.4,2
8051,Whitefield,1270.0,2.0,94.0,2
8052,Whitefield,1220.0,2.0,89.0,2
8053,Whitefield,1116.0,2.0,51.91,2
8054,Whitefield,1436.0,2.0,62.15,3
8055,Whitefield,3758.0,3.0,300.0,3
8056,Whitefield,1452.0,2.0,46.29,3
8057,Whitefield,1370.0,2.0,56.0,2
8058,Whitefield,1050.0,2.0,43.0,2
8059,Whitefield,1496.0,2.0,71.81,3
8060,Whitefield,1216.0,2.0,72.0,2
8061,Whitefield,1158.0,2.0,55.0,2
8062,Whitefield,1396.0,3.0,74.0,3
8063,Whitefield,1175.0,2.0,41.0,2
8064,Whitefield,1315.0,2.0,55.0,2
8065,Whitefield,1451.0,2.0,46.4,3
8066,Whitefield,1063.0,2.0,42.52,2
8067,Whitefield,1346.0,2.0,76.01,2
8068,Whitefield,1276.0,2.0,69.5,2
8069,Whitefield,1317.0,2.0,52.0,2
8070,Whitefield,2858.0,4.0,137.0,4
8071,Whitefield,1615.0,3.0,96.9,3
8072,Whitefield,1220.0,2.0,55.0,2
8073,Whitefield,1116.0,2.0,48.76,2
8074,Whitefield,1400.0,2.0,56.0,3
8075,Whitefield,1140.0,2.0,55.0,2
8076,Whitefield,1295.0,2.0,64.5,2
8077,Whitefield,1200.0,2.0,70.0,2
8078,Whitefield,1015.0,2.0,56.0,2
8079,Whitefield,1430.0,3.0,52.0,3
8080,Whitefield,1216.0,2.0,75.0,2
8081,Whitefield,1010.0,2.0,45.0,3
8082,Whitefield,2321.0,4.0,157.0,3
8083,Whitefield,1224.0,2.0,75.0,2
8084,Whitefield,1655.0,3.0,113.0,3
8085,Whitefield,1740.0,3.0,85.0,3
8086,Whitefield,4144.0,5.0,331.0,5
8087,Whitefield,925.0,2.0,35.0,2
8088,Whitefield,1175.0,2.0,50.0,2
8089,Whitefield,1200.0,3.0,67.75,3
8090,Whitefield,2444.0,4.0,145.0,4
8091,Whitefield,1270.0,2.0,110.0,2
8092,Whitefield,1660.0,3.0,110.0,3
8093,Whitefield,1270.0,2.0,105.0,2
8094,Whitefield,1315.0,2.0,69.5,2
8095,Whitefield,1173.0,2.0,78.2,2
8096,Whitefield,1362.0,2.0,85.0,2
8097,Whitefield,955.0,2.0,38.19,2
8098,Whitefield,1457.0,2.0,105.0,3
8099,Whitefield,1720.0,3.0,128.0,3
8100,Whitefield,1500.0,3.0,61.9,3
8101,Whitefield,1495.0,2.0,78.0,2
8102,Whitefield,1270.0,2.0,52.0,2
8103,Whitefield,1564.0,3.0,103.0,3
8104,Whitefield,1240.0,2.0,41.0,2
8105,Whitefield,1500.0,3.0,71.0,3
8106,Whitefield,1404.0,2.0,59.0,3
8107,Whitefield,1639.0,3.0,107.0,3
8108,Whitefield,1760.0,3.0,139.0,3
8109,Whitefield,613.0,1.0,48.0,1
8110,Whitefield,1730.0,3.0,125.0,3
8111,Whitefield,1453.0,2.0,58.0,3
8112,Whitefield,877.0,1.0,59.0,1
8113,Whitefield,2856.0,5.0,154.5,4
8114,Whitefield,3453.0,4.0,231.0,5
8115,Yelachenahalli,1400.0,2.0,55.0,3
8116,Yelachenahalli,1464.0,2.0,105.0,3
8117,Yelachenahalli,2400.0,1.0,150.0,2
8118,Yelachenahalli,1700.0,3.0,130.0,3
8119,Yelachenahalli,1080.0,2.0,55.0,2
8120,Yelachenahalli,897.0,2.0,85.0,5
8121,Yelachenahalli,1400.0,2.0,78.0,2
8122,Yelachenahalli,1330.0,3.0,73.5,3
8123,Yelachenahalli,1100.0,2.0,60.0,2
8124,Yelachenahalli,1365.0,2.0,72.0,3
8125,Yelachenahalli,1110.0,2.0,110.0,2
8126,Yelachenahalli,1103.0,2.0,55.0,2
8127,Yelachenahalli,1000.0,2.0,50.0,2
8128,Yelahanka,660.0,1.0,48.0,1
8129,Yelahanka,1600.0,2.0,75.0,3
8130,Yelahanka,1326.0,2.0,78.0,2
8131,Yelahanka,3050.0,5.0,213.0,5
8132,Yelahanka,1327.0,2.0,98.0,2
8133,Yelahanka,1282.0,2.0,48.7,3
8134,Yelahanka,1350.0,2.0,55.55,2
8135,Yelahanka,1035.0,2.0,45.0,2
8136,Yelahanka,1350.0,2.0,54.0,2
8137,Yelahanka,1132.5,2.0,48.13,2
8138,Yelahanka,1210.0,2.0,45.98,2
8139,Yelahanka,1705.0,3.0,95.0,3
8140,Yelahanka,1590.0,2.0,54.0,3
8141,Yelahanka,1234.0,2.0,80.0,2
8142,Yelahanka,1315.0,2.0,85.0,2
8143,Yelahanka,1170.0,2.0,62.5,2
8144,Yelahanka,1450.0,3.0,65.255,3
8145,Yelahanka,697.0,1.0,45.0,1
8146,Yelahanka,1120.0,2.0,55.0,2
8147,Yelahanka,1662.0,2.0,67.98,3
8148,Yelahanka,2195.0,4.0,127.0,3
8149,Yelahanka,1075.0,2.0,51.5,2
8150,Yelahanka,1614.0,3.0,95.0,3
8151,Yelahanka,1381.0,2.0,52.48,3
8152,Yelahanka,628.0,1.0,24.0,1
8153,Yelahanka,890.0,2.0,40.0,2
8154,Yelahanka,1815.0,3.0,82.0,3
8155,Yelahanka,654.0,1.0,38.4,1
8156,Yelahanka,1150.0,2.0,46.0,2
8157,Yelahanka,1705.0,3.0,74.16,3
8158,Yelahanka,3461.0,2.0,173.0,4
8159,Yelahanka,3042.0,4.0,131.0,4
8160,Yelahanka,1065.0,2.0,40.84,2
8161,Yelahanka,1036.0,2.0,39.35,2
8162,Yelahanka,1300.0,2.0,65.0,2
8163,Yelahanka,1825.0,3.0,105.0,3
8164,Yelahanka,1603.0,3.0,96.0,3
8165,Yelahanka,1304.0,2.0,79.0,2
8166,Yelahanka,1610.0,3.0,115.0,3
8167,Yelahanka,1455.0,3.0,61.5,3
8168,Yelahanka,1180.0,2.0,42.0,2
8169,Yelahanka,1616.0,3.0,65.0,3
8170,Yelahanka,915.0,2.0,48.0,2
8171,Yelahanka,1026.0,2.0,41.0,2
8172,Yelahanka,1517.0,3.0,76.3,3
8173,Yelahanka,2912.5,6.0,125.5,4
8174,Yelahanka,600.0,2.0,27.0,2
8175,Yelahanka,1274.0,2.0,48.42,2
8176,Yelahanka,1327.0,2.0,85.0,2
8177,Yelahanka,1371.0,2.0,65.0,3
8178,Yelahanka,1712.0,3.0,82.0,3
8179,Yelahanka,1566.0,3.0,97.0,3
8180,Yelahanka,1180.0,3.0,55.0,3
8181,Yelahanka,1653.0,3.0,120.0,3
8182,Yelahanka,1275.0,2.0,95.0,3
8183,Yelahanka,1270.0,2.0,78.0,2
8184,Yelahanka,1400.0,2.0,80.54,3
8185,Yelahanka,1391.0,2.0,64.5,3
8186,Yelahanka,1322.0,2.0,86.0,2
8187,Yelahanka,1100.0,2.0,70.0,2
8188,Yelahanka,1200.0,2.0,70.0,2
8189,Yelahanka,1326.0,2.0,57.0,2
8190,Yelahanka,4000.0,5.0,220.0,5
8191,Yelahanka,2675.0,4.0,140.0,4
8192,Yelahanka,1500.0,2.0,63.0,3
8193,Yelahanka,654.0,1.0,37.0,1
8194,Yelahanka,1465.0,3.0,80.01,3
8195,Yelahanka,1721.0,3.0,80.86,3
8196,Yelahanka,1060.0,2.0,40.0,2
8197,Yelahanka,1226.0,2.0,52.71,2
8198,Yelahanka,1692.0,3.0,83.0,3
8199,Yelahanka,1033.0,2.0,52.58,2
8200,Yelahanka,1390.0,2.0,65.31,2
8201,Yelahanka,1040.0,2.0,48.86,2
8202,Yelahanka,1345.0,2.0,57.0,3
8203,Yelahanka,2145.0,3.0,125.0,3
8204,Yelahanka,1200.0,2.0,54.0,2
8205,Yelahanka,1322.0,2.0,75.0,2
8206,Yelahanka,1036.0,2.0,39.37,2
8207,Yelahanka,1405.0,2.0,50.58,2
8208,Yelahanka,602.0,1.0,26.0,1
8209,Yelahanka,1100.0,2.0,60.0,2
8210,Yelahanka,1614.0,2.0,100.0,3
8211,Yelahanka,1890.0,3.0,108.0,3
8212,Yelahanka,1556.0,3.0,86.0,3
8213,Yelahanka,1610.0,4.0,85.0,3
8214,Yelahanka,1075.0,2.0,42.0,3
8215,Yelahanka,1484.0,2.0,56.4,3
8216,Yelahanka,1260.0,2.0,59.2,2
8217,Yelahanka,1102.0,2.0,52.0,2
8218,Yelahanka,1519.0,2.0,65.0,2
8219,Yelahanka,1859.0,3.0,108.0,3
8220,Yelahanka,1050.0,2.0,45.0,2
8221,Yelahanka,1322.0,2.0,80.0,2
8222,Yelahanka,1075.0,2.0,36.0,3
8223,Yelahanka,1285.0,2.0,56.0,2
8224,Yelahanka,845.0,2.0,43.0,2
8225,Yelahanka,2600.0,4.0,175.0,4
8226,Yelahanka,1305.0,2.0,78.0,2
8227,Yelahanka,1180.0,2.0,56.0,2
8228,Yelahanka,1711.0,3.0,85.61,3
8229,Yelahanka,1315.0,2.0,75.0,2
8230,Yelahanka,3600.0,6.0,200.0,6
8231,Yelahanka,1590.0,3.0,54.0,3
8232,Yelahanka,1390.0,2.0,70.21,2
8233,Yelahanka,1614.0,3.0,95.0,3
8234,Yelahanka,1650.0,3.0,105.0,3
8235,Yelahanka,1200.0,2.0,55.0,2
8236,Yelahanka,990.0,2.0,37.62,2
8237,Yelahanka,935.0,2.0,35.53,2
8238,Yelahanka,1282.0,2.0,48.72,3
8239,Yelahanka,3990.0,4.0,260.0,4
8240,Yelahanka,1620.0,3.0,90.0,3
8241,Yelahanka,654.0,1.0,36.25,1
8242,Yelahanka,1614.0,3.0,93.0,3
8243,Yelahanka,694.0,1.0,30.84,1
8244,Yelahanka,1115.0,2.0,60.0,2
8245,Yelahanka,2317.0,4.0,140.0,3
8246,Yelahanka,1653.0,3.0,93.0,3
8247,Yelahanka,654.0,1.0,38.0,1
8248,Yelahanka,1633.0,2.0,72.0,2
8249,Yelahanka,1445.0,2.0,82.0,2
8250,Yelahanka,1225.0,2.0,62.0,2
8251,Yelahanka,602.0,1.0,38.0,1
8252,Yelahanka,697.0,1.0,35.0,1
8253,Yelahanka,1065.0,2.0,41.38,2
8254,Yelahanka,682.0,1.0,36.23,1
8255,Yelahanka,1023.0,2.0,52.59,2
8256,Yelahanka,1560.0,2.0,98.0,3
8257,Yelahanka,1780.0,3.0,107.0,3
8258,Yelahanka,1076.0,2.0,78.0,2
8259,Yelahanka,1342.0,2.0,75.0,3
8260,Yelahanka,1823.0,3.0,103.0,3
8261,Yelahanka,1792.0,3.0,104.0,3
8262,Yelahanka,1304.0,2.0,69.97,2
8263,Yelahanka,1250.0,2.0,54.0,2
8264,Yelahanka,1270.0,2.0,57.0,2
8265,Yelahanka,1300.0,2.0,69.23,2
8266,Yelahanka,1705.0,3.0,91.0,3
8267,Yelahanka,1890.0,4.0,85.0,3
8268,Yelahanka,1835.0,3.0,108.0,3
8269,Yelahanka,1847.0,3.0,92.0,3
8270,Yelahanka,2500.0,3.0,120.0,5
8271,Yelahanka,1890.0,3.0,109.0,3
8272,Yelahanka,700.0,1.0,38.0,1
8273,Yelahanka,1491.0,3.0,85.0,3
8274,Yelahanka,2088.0,5.0,110.0,4
8275,Yelahanka,1330.0,2.0,93.65,2
8276,Yelahanka,1185.0,2.0,45.0,2
8277,Yelahanka,1517.0,3.0,71.28,3
8278,Yelahanka,3019.0,6.0,190.0,4
8279,Yelahanka,1756.0,3.0,66.73,3
8280,Yelahanka,1600.0,3.0,100.0,3
8281,Yelahanka,1664.0,3.0,73.95,3
8282,Yelahanka,1140.0,2.0,50.66,2
8283,Yelahanka,1200.0,2.0,60.0,2
8284,Yelahanka,1705.0,3.0,85.0,3
8285,Yelahanka,1350.0,2.0,85.0,3
8286,Yelahanka,1590.0,2.0,54.0,3
8287,Yelahanka,1633.0,3.0,110.0,3
8288,Yelahanka,827.5,1.0,42.535,1
8289,Yelahanka,1195.0,2.0,53.105,2
8290,Yelahanka,1355.0,2.0,75.0,3
8291,Yelahanka,3175.0,4.0,156.0,4
8292,Yelahanka,1756.0,3.0,125.0,3
8293,Yelahanka,1408.0,2.0,58.0,2
8294,Yelahanka,1101.0,2.0,37.0,2
8295,Yelahanka,1104.0,2.0,58.0,2
8296,Yelahanka,1325.0,2.0,58.0,3
8297,Yelahanka,1175.0,2.0,67.77,2
8298,Yelahanka,1322.0,2.0,77.9,2
8299,Yelahanka,602.0,1.0,33.0,1
8300,Yelahanka,1315.0,2.0,77.0,2
8301,Yelahanka,1430.0,3.0,61.0,3
8302,Yelahanka,1355.0,2.0,51.5,3
8303,Yelahanka,567.0,1.0,25.0,1
8304,Yelahanka,1045.0,2.0,45.0,2
8305,Yelahanka,602.0,2.0,30.0,1
8306,Yelahanka,1362.0,2.0,66.0,2
8307,Yelahanka,1234.0,2.0,80.0,2
8308,Yelahanka,1282.0,2.0,48.72,3
8309,Yelahanka,1180.0,2.0,55.0,2
8310,Yelahanka,1267.0,3.0,78.0,2
8311,Yelahanka,1360.0,2.0,78.19,2
8312,Yelahanka,1025.0,2.0,44.0,2
8313,Yelahanka New Town,650.0,1.0,33.0,1
8314,Yelahanka New Town,500.0,1.0,20.0,1
8315,Yelahanka New Town,440.0,1.0,16.5,1
8316,Yelahanka New Town,550.0,2.0,26.0,2
8317,Yelahanka New Town,1610.0,3.0,92.0,3
8318,Yelahanka New Town,1700.0,3.0,90.0,3
8319,Yelahanka New Town,650.0,1.0,20.0,1
8320,Yelahanka New Town,350.0,1.0,13.5,1
8321,Yelahanka New Town,1541.0,3.0,80.0,3
8322,Yelahanka New Town,1385.0,2.0,65.0,2
8323,Yelahanka New Town,500.0,2.0,24.0,1
8324,Yelahanka New Town,650.0,1.0,17.0,1
8325,Yelahanka New Town,450.0,1.0,16.0,1
8326,Yelahanka New Town,1599.0,3.0,80.0,3
8327,Yelahanka New Town,960.0,2.0,50.0,2
8328,Yelahanka New Town,2095.0,3.0,109.0,4
8329,Yelahanka New Town,1209.0,2.0,65.0,3
8330,Yelahanka New Town,1400.0,2.0,80.0,3
8331,Yelahanka New Town,450.0,1.0,15.0,1
8332,Yelahanka New Town,500.0,1.0,18.0,1
8333,Yelahanka New Town,1420.0,2.0,75.0,3
8334,Yelahanka New Town,2437.0,3.0,125.0,3
8335,Yelahanka New Town,2200.0,2.0,180.0,2
8336,Yelahanka New Town,488.0,1.0,20.0,1
8337,Yelahanka New Town,1100.0,2.0,58.0,2
8338,Yelahanka New Town,860.0,1.0,31.0,2
8339,Yelahanka New Town,1800.0,2.0,45.0,3
8340,Yelahanka New Town,1000.0,2.0,44.0,2
8341,Yelahanka New Town,650.0,1.0,18.0,1
8342,Yelahanka New Town,1426.0,2.0,61.5,3
8343,Yelahanka New Town,1740.0,3.0,150.0,3
8344,Yelahanka New Town,1290.0,2.0,70.0,2
8345,Yelahanka New Town,1000.0,2.0,48.0,3
8346,Yelenahalli,1240.0,2.0,47.12,2
8347,Yelenahalli,1200.0,2.0,46.17,2
8348,Yelenahalli,1600.0,3.0,61.37,3
8349,Yelenahalli,1260.0,2.0,47.88,2
8350,Yelenahalli,1500.0,2.0,57.0,3
8351,Yelenahalli,1175.0,2.0,50.0,2
8352,Yelenahalli,1650.0,3.0,68.0,3
8353,Yelenahalli,1200.0,2.0,45.6,2
8354,Yelenahalli,1200.0,2.0,46.17,2
8355,Yelenahalli,1160.0,2.0,44.08,2
8356,Yeshwanthpur,2502.0,3.0,138.0,3
8357,Yeshwanthpur,1693.0,3.0,108.0,3
8358,Yeshwanthpur,667.0,1.0,36.85,1
8359,Yeshwanthpur,1950.0,4.0,130.0,4
8360,Yeshwanthpur,1170.0,2.0,57.0,2
8361,Yeshwanthpur,665.0,1.0,36.85,1
8362,Yeshwanthpur,1161.0,2.0,64.08,2
8363,Yeshwanthpur,2557.0,3.0,141.0,3
8364,Yeshwanthpur,1850.0,3.0,100.0,3
8365,Yeshwanthpur,671.0,1.0,36.85,1
8366,Yeshwanthpur,1852.0,3.0,160.0,3
8367,Yeshwanthpur,1277.5,2.0,95.815,2
8368,Yeshwanthpur,668.0,1.0,36.85,1
8369,Yeshwanthpur,1185.0,2.0,75.84,2
8370,Yeshwanthpur,1195.0,2.0,100.0,2
8371,Yeshwanthpur,1826.0,3.0,165.0,3
8372,Yeshwanthpur,1313.0,3.0,96.0,3
8373,Yeshwanthpur,1400.0,2.0,100.0,2
8374,Yeshwanthpur,2559.0,3.0,141.0,3
8375,Yeshwanthpur,1430.0,3.0,72.0,3
8376,Yeshwanthpur,673.0,1.0,36.85,1
8377,Yeshwanthpur,717.0,2.0,49.475,2
8378,Yeshwanthpur,3600.0,5.0,220.0,4
8379,Yeshwanthpur,1168.0,2.0,64.08,2
8380,Yeshwanthpur,605.0,1.0,41.745,1
8381,Yeshwanthpur,1382.0,2.0,76.18,3
8382,Yeshwanthpur,669.0,1.0,36.85,1
8383,Yeshwanthpur,1385.0,2.0,76.18,3
8384,Yeshwanthpur,3027.0,4.0,260.0,3
8385,Yeshwanthpur,1200.0,2.0,63.0,2
8386,Yeshwanthpur,1200.0,4.0,110.0,4
8387,Yeshwanthpur,1679.0,3.0,92.13,3
8388,Yeshwanthpur,670.0,1.0,36.85,1
8389,Yeshwanthpur,1381.0,2.0,76.18,3
8390,Yeshwanthpur,1678.0,3.0,92.13,3
8391,Yeshwanthpur,1240.0,2.0,80.0,2
8392,Yeshwanthpur,1713.0,3.0,110.0,3
8393,Yeshwanthpur,1144.0,2.0,67.0,2
8394,Yeshwanthpur,1541.0,2.0,130.0,2
8395,Yeshwanthpur,2501.0,3.0,138.0,3
8396,Yeshwanthpur,1362.0,2.0,100.0,2
8397,Yeshwanthpur,666.0,1.0,36.8,1
8398,Yeshwanthpur,770.0,1.0,70.0,2
8399,Yeshwanthpur,1855.0,3.0,140.0,3
8400,Yeshwanthpur,2504.0,3.0,138.0,3
8401,Yeshwanthpur,1165.0,2.0,85.0,2
8402,Yeshwanthpur,1860.0,3.0,168.0,3
8403,Yeshwanthpur,1163.0,2.0,64.08,2
8404,Yeshwanthpur,1165.0,2.0,64.08,2
8405,Yeshwanthpur,1825.0,3.0,145.0,3
8406,Yeshwanthpur,1384.0,2.0,76.18,3
8407,Yeshwanthpur,994.0,2.0,54.67,1
8408,Yeshwanthpur,650.0,1.0,40.0,1
8409,Yeshwanthpur,1855.0,3.0,140.0,3
8410,Yeshwanthpur,1500.0,3.0,100.0,3
8411,Yeshwanthpur,1167.0,2.0,64.08,2
8412,Yeshwanthpur,1164.0,2.0,64.08,2
8413,Yeshwanthpur,1520.0,3.0,85.0,3
8414,Yeshwanthpur,1677.0,3.0,92.13,3
8415,Yeshwanthpur,674.0,1.0,36.85,1
8416,Yeshwanthpur,1383.0,2.0,76.18,3
